chapter,chain_indx,text_ar,text_en
Knowledge - كتاب العلم,"30315, 20258, 11282, 11023, 17","حدثنا أبو معمر، قال حدثنا عبد الوارث، قال حدثنا خالد، عن عكرمة، عن ابن عباس، قال ضمني رسول الله صلى الله عليه وسلم وقال ‏""‏ اللهم علمه الكتاب ‏""‏‏.‏"," Narrated Ibn `Abbas:                     Once the Prophet embraced me and said, ""O Allah! Bestow on him the knowledge of the Book (Qur'an)."
Knowledge - كتاب العلم,"30103, 20001, 11013, 11004, 17",حدثنا إسماعيل بن أبي أويس، قال حدثني مالك، عن ابن شهاب، عن عبيد الله بن عبد الله بن عتبة، عن عبد الله بن عباس، قال أقبلت راكبا على حمار أتان، وأنا يومئذ قد ناهزت الاحتلام، ورسول الله صلى الله عليه وسلم يصلي بمنى إلى غير جدار، فمررت بين يدى بعض الصف وأرسلت الأتان ترتع، فدخلت في الصف، فلم ينكر ذلك على‏.‏," Narrated Ibn `Abbas:                     Once I came riding a she-ass and had (just) attained the age of puberty. Allah's Apostle was offering the prayer at Mina. There was no wall in front of him and I passed in front of some of the row while they were offering their prayers. There I let the she-ass loose to graze and entered the row, and nobody objected to it."
Knowledge - كتاب العلم,"30388, 30284, 30373, 20459, 11013, 5278",حدثني محمد بن يوسف، قال حدثنا أبو مسهر، قال حدثني محمد بن حرب، حدثني الزبيدي، عن الزهري، عن محمود بن الربيع، قال عقلت من النبي صلى الله عليه وسلم مجة مجها في وجهي وأنا ابن خمس سنين من دلو‏.‏," Narrated Mahmud bin Rabi`a:                     When I was a boy of five, I remember, the Prophet took water from a bucket (used far getting water out of a well) with his mouth and threw it on my face."
Knowledge - كتاب العلم,"30333, 30373, 20024, 11013, 11004, 17","حدثنا أبو القاسم، خالد بن خلي قال حدثنا محمد بن حرب، قال قال الأوزاعي أخبرنا الزهري، عن عبيد الله بن عبد الله بن عتبة بن مسعود، عن ابن عباس، أنه تمارى هو والحر بن قيس بن حصن الفزاري في صاحب موسى، فمر بهما أبى بن كعب، فدعاه ابن عباس فقال إني تماريت أنا وصاحبي هذا في صاحب موسى الذي سأل السبيل إلى لقيه، هل سمعت رسول الله صلى الله عليه وسلم يذكر شأنه فقال أبى نعم، سمعت النبي صلى الله عليه وسلم يذكر شأنه يقول ‏""‏ بينما موسى في ملإ من بني إسرائيل، إذ جاءه رجل فقال أتعلم أحدا أعلم منك قال موسى لا‏.‏ فأوحى الله عز وجل إلى موسى بلى، عبدنا خضر، فسأل السبيل إلى لقيه، فجعل الله له الحوت آية، وقيل له إذا فقدت الحوت فارجع، فإنك ستلقاه، فكان موسى صلى الله عليه وسلم يتبع أثر الحوت في البحر‏.‏ فقال فتى موسى لموسى أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت، وما أنسانيه إلا الشيطان أن أذكره‏.‏ قال موسى ذلك ما كنا نبغي‏.‏ فارتدا على آثارهما قصصا، فوجدا خضرا، فكان من شأنهما ما قص الله في كتابه ‏""‏‏.‏"," Narrated Ibn `Abbas:                     that he differed with Hur bin Qais bin Hisn Al-Fazari regarding the companion of the Prophet Moses. Meanwhile, Ubai bin Ka`b passed by them and Ibn `Abbas called him saying, ""My friend (Hur) and I have differed regarding Moses' companion whom Moses asked the way to meet. Have you heard Allah's Apostle mentioning something about him? Ubai bin Ka`b said: ""Yes, I heard the Prophet mentioning something about him (saying) while Moses was sitting in the company of some Israelites, a man came and asked him: ""Do you know anyone who is more learned than you? Moses replied: ""No."" So Allah sent the Divine Inspiration to Moses: '--Yes, Our slave Khadir is more learned than you. Moses asked Allah how to meet him (Al-Khadir). So Allah made the fish a sign for him and he was told when the fish was lost, he should return (to the place where he had lost it) and there he would meet him (Al-Khadir). So Moses went on looking for the sign of the fish in the sea. The servant-boy of Moses said: 'Do you remember when we betook ourselves to the rock, I indeed forgot the fish, none but Satan made me forget to remember it. On that Moses said, 'That is what we have been seeking.' So they went back retracing their footsteps, and found Khadir. (and) what happened further about them is narrated in the Holy Qur'an by Allah."" (18.54 up to 18.82)"
Knowledge - كتاب العلم,"30216, 20318, 11325, 11901, 41","حدثنا محمد بن العلاء، قال حدثنا حماد بن أسامة، عن بريد بن عبد الله، عن أبي بردة، عن أبي موسى، عن النبي صلى الله عليه وسلم قال ‏""‏ مثل ما بعثني الله به من الهدى والعلم كمثل الغيث الكثير أصاب أرضا، فكان منها نقية قبلت الماء، فأنبتت الكلأ والعشب الكثير، وكانت منها أجادب أمسكت الماء، فنفع الله بها الناس، فشربوا وسقوا وزرعوا، وأصابت منها طائفة أخرى، إنما هي قيعان لا تمسك ماء، ولا تنبت كلأ، فذلك مثل من فقه في دين الله ونفعه ما بعثني الله به، فعلم وعلم، ومثل من لم يرفع بذلك رأسا، ولم يقبل هدى الله الذي أرسلت به ‏""‏‏.‏ قال أبو عبد الله قال إسحاق وكان منها طائفة قيلت الماء‏.‏ قاع يعلوه الماء، والصفصف المستوي من الأرض‏.‏"," Narrated Abu Musa:                     The Prophet said, ""The example of guidance and knowledge with which Allah has sent me is like abundant rain falling on the earth, some of which was fertile soil that absorbed rain water and brought forth vegetation and grass in abundance. (And) another portion of it was hard and held the rain water and Allah benefited the people with it and they utilized it for drinking, making their animals drink from it and for irrigation of the land for cultivation. (And) a portion of it was barren which could neither hold the water nor bring forth vegetation (then that land gave no benefits). The first is the example of the person who comprehends Allah's religion and gets benefit (from the knowledge) which Allah has revealed through me (the Prophets and learns and then teaches others. The last example is that of a person who does not care for it and does not take Allah's guidance revealed through me (He is like that barren land.)"""
Knowledge - كتاب العلم,"30156, 20258, 11317, 19","حدثنا عمران بن ميسرة، قال حدثنا عبد الوارث، عن أبي التياح، عن أنس، قال قال رسول الله صلى الله عليه وسلم ‏""‏ إن من أشراط الساعة أن يرفع العلم، ويثبت الجهل، ويشرب الخمر، ويظهر الزنا ‏""‏‏.‏"," Narrated Anas:                     Allah's Apostle said, ""From among the portents of the Hour are (the following): -1. Religious knowledge will be taken away (by the death of Religious learned men). -2. (Religious) ignorance will prevail. -3. Drinking of Alcoholic drinks (will be very common). -4. There will be prevalence of open illegal sexual intercourse."
Knowledge - كتاب العلم,"30175, 20031, 20020, 11019, 19","حدثنا مسدد، قال حدثنا يحيى، عن شعبة، عن قتادة، عن أنس، قال لأحدثنكم حديثا لا يحدثكم أحد بعدي سمعت رسول الله صلى الله عليه وسلم يقول ‏""‏ من أشراط الساعة أن يقل العلم، ويظهر الجهل، ويظهر الزنا، وتكثر النساء ويقل الرجال، حتى يكون لخمسين امرأة القيم الواحد ‏""‏‏.‏", Narrated Anas:                     I will narrate to you a Hadith and none other than I will tell you about after it. I heard Allah's Apostle saying: From among the portents of the Hour are (the following): -1. Religious knowledge will decrease (by the death of religious learned men). -2. Religious ignorance will prevail. -3. There will be prevalence of open illegal sexual intercourse. -4. Women will increase in number and men will decrease in number so much so that fifty women will be looked after by one man.
Knowledge - كتاب العلم,"30233, 20023, 11207, 11013, 11818, 18","حدثنا سعيد بن عفير، قال حدثني الليث، قال حدثني عقيل، عن ابن شهاب، عن حمزة بن عبد الله بن عمر، أن ابن عمر، قال سمعت رسول الله صلى الله عليه وسلم قال ‏""‏ بينا أنا نائم أتيت بقدح لبن، فشربت حتى إني لأرى الري يخرج في أظفاري، ثم أعطيت فضلي عمر بن الخطاب ‏""‏‏.‏ قالوا فما أولته يا رسول الله قال ‏""‏ العلم ‏""‏‏.‏"," Narrated Ibn `Umar:                     Allah's Apostle said, ""While I was sleeping, I saw that a cup full of milk was brought to me and I drank my fill till I noticed (the milk) its wetness coming out of my nails. Then I gave the remaining milk to `Umar Ibn Al-Khattab"" The companions of the Prophet asked, ""What have you interpreted (about this dream)? ""O Allah's Apostle ,!"" he replied, ""(It is religious) knowledge."""
Knowledge - كتاب العلم,"30103, 20001, 11013, 10573, 29","حدثنا إسماعيل، قال حدثني مالك، عن ابن شهاب، عن عيسى بن طلحة بن عبيد الله، عن عبد الله بن عمرو بن العاص، أن رسول الله صلى الله عليه وسلم وقف في حجة الوداع بمنى للناس يسألونه، فجاءه رجل فقال لم أشعر فحلقت قبل أن أذبح‏.‏ فقال ‏""‏ اذبح ولا حرج ‏""‏‏.‏ فجاء آخر فقال لم أشعر، فنحرت قبل أن أرمي‏.‏ قال ‏""‏ ارم ولا حرج ‏""‏‏.‏ فما سئل النبي صلى الله عليه وسلم عن شىء قدم ولا أخر إلا قال افعل ولا حرج‏.‏"," Narrated `Abdullah bin `Amr bin Al `Aas:                     Allah's Apostle stopped (for a while near the Jimar) at Mina during his last Hajj for the people and they were asking him questions. A man came and said, ""I forgot and got my head shaved before slaughtering the Hadi (sacrificing animal)."" The Prophet said, ""There is no harm, go and do the slaughtering now."" Then another person came and said, ""I forgot and slaughtered (the camel) before Rami (throwing of the pebbles) at the Jamra."" The Prophet said, ""Do the Rami now and there is no harm."" The narrator added: So on that day, when the Prophet was asked about anything (as regards the ceremonies of Hajj) performed before or after its due time, his reply was: ""Do it (now) and there is no harm."""
Knowledge - كتاب العلم,"20040, 20299, 11015, 11023, 17",حدثنا موسى بن إسماعيل، قال حدثنا وهيب، قال حدثنا أيوب، عن عكرمة، عن ابن عباس، أن النبي صلى الله عليه وسلم سئل في حجته فقال ذبحت قبل أن أرمي، فأومأ بيده قال ولا حرج‏.‏ قال حلقت قبل أن أذبح‏.‏ فأومأ بيده ولا حرج‏.‏," Narrated Ibn `Abbas:                     Somebody said to the Prophet (during his last Hajj), ""I did the slaughtering before doing the Rami.' The Prophet beckoned with his hand and said, ""There is no harm in that."" Then another person said. ""I got my head shaved before offering the sacrifice."" The Prophet beckoned with his hand saying, ""There is no harm in that."""
Knowledge - كتاب العلم,"20202, 11243, 11011, 13","حدثنا المكي بن إبراهيم، قال أخبرنا حنظلة بن أبي سفيان، عن سالم، قال سمعت أبا هريرة، عن النبي صلى الله عليه وسلم قال ‏""‏ يقبض العلم، ويظهر الجهل والفتن، ويكثر الهرج ‏""‏‏.‏ قيل يا رسول الله وما الهرج فقال هكذا بيده، فحرفها، كأنه يريد القتل‏.‏"," Narrated Abu Huraira:                     The Prophet said, ""(Religious) knowledge will be taken away (by the death of religious scholars) ignorance (in religion) and afflictions will appear; and Harj will increase."" It was asked, ""What is Harj, O Allah's Apostle?"" He replied by beckoning with his hand indicating ""killing."" (Fath-al-Bari Page 192, Vol. 1)"
Knowledge - كتاب العلم,"20040, 20299, 11065, 10526, 70","حدثنا موسى بن إسماعيل، قال حدثنا وهيب، قال حدثنا هشام، عن فاطمة، عن أسماء، قالت أتيت عائشة وهي تصلي فقلت ما شأن الناس فأشارت إلى السماء، فإذا الناس قيام، فقالت سبحان الله‏.‏ قلت آية فأشارت برأسها، أى نعم، فقمت حتى تجلاني الغشى، فجعلت أصب على رأسي الماء، فحمد الله عز وجل النبي صلى الله عليه وسلم وأثنى عليه، ثم قال ‏""‏ ما من شىء لم أكن أريته إلا رأيته في مقامي حتى الجنة والنار، فأوحي إلى أنكم تفتنون في قبوركم، مثل  أو قريبا لا أدري أى ذلك قالت أسماء  من فتنة المسيح الدجال، يقال ما علمك بهذا الرجل فأما المؤمن  أو الموقن لا أدري بأيهما قالت أسماء  فيقول هو محمد رسول الله جاءنا بالبينات والهدى، فأجبنا واتبعنا، هو محمد‏.‏ ثلاثا، فيقال نم صالحا، قد علمنا إن كنت لموقنا به، وأما المنافق  أو المرتاب لا أدري أى ذلك قالت أسماء  فيقول لا أدري، سمعت الناس يقولون شيئا فقلته ‏""‏‏.‏"," Narrated Asma':                     I came to `Aisha while she was praying, and said to her, ""What has happened to the people?"" She pointed out towards the sky. (I looked towards the mosque), and saw the people offering the prayer. Aisha said, ""Subhan Allah."" I said to her, ""Is there a sign?"" She nodded with her head meaning, ""Yes."" I, too, then stood (for the prayer of eclipse) till I became (nearly) unconscious and later on I poured water on my head. After the prayer, the Prophet praised and glorified Allah and then said, ""Just now at this place I have seen what I have never seen before, including Paradise and Hell. No doubt it has been inspired to me that you will be put to trials in your graves and these trials will be like the trials of Masih-ad-Dajjal or nearly like it (the sub narrator is not sure which expression Asma' used). You will be asked, 'What do you know about this man (the Prophet Muhammad)?' Then the faithful believer (or Asma' said a similar word) will reply, 'He is Muhammad Allah's Apostle who had come to us with clear evidences and guidance and so we accepted his teachings and followed him. And he is Muhammad.' And he will repeat it thrice. Then the angels will say to him, 'Sleep in peace as we have come to know that you were a faithful believer.' On the other hand, a hypocrite or a doubtful person will reply, 'I do not know, but I heard the people saying something and so I said it.' (the same). """
Knowledge - كتاب العلم,"30160, 20278, 20020, 11309","حدثنا محمد بن بشار، قال حدثنا غندر، قال حدثنا شعبة، عن أبي جمرة، قال كنت أترجم بين ابن عباس وبين الناس فقال إن وفد عبد القيس أتوا النبي صلى الله عليه وسلم فقال ‏""‏ من الوفد  أو من القوم ‏""‏‏.‏ قالوا ربيعة‏.‏ فقال ‏""‏ مرحبا بالقوم  أو بالوفد  غير خزايا ولا ندامى ‏""‏‏.‏ قالوا إنا نأتيك من شقة بعيدة، وبيننا وبينك هذا الحى من كفار مضر، ولا نستطيع أن نأتيك إلا في شهر حرام فمرنا بأمر نخبر به من وراءنا، ندخل به الجنة‏.‏ فأمرهم بأربع، ونهاهم عن أربع أمرهم بالإيمان بالله عز وجل وحده‏.‏ قال ‏""‏ هل تدرون ما الإيمان بالله وحده ‏""‏‏.‏ قالوا الله ورسوله أعلم‏.‏ قال ‏""‏ شهادة أن لا إله إلا الله وأن محمدا رسول الله، وإقام الصلاة، وإيتاء الزكاة، وصوم رمضان، وتعطوا الخمس من المغنم ‏""‏‏.‏ ونهاهم عن الدباء والحنتم والمزفت‏.‏ قال شعبة ربما قال النقير، وربما قال المقير‏.‏ قال ‏""‏ احفظوه وأخبروه من وراءكم ‏""‏‏.‏"," Narrated Abu Jamra:                     I was an interpreter between the people and Ibn `Abbas. Once Ibn `Abbas said that a delegation of the tribe of `Abdul Qais came to the Prophet who asked them, ""Who are the people (i.e. you)? (Or) who are the delegates?"" They replied, ""We are from the tribe of Rabi`a."" Then the Prophet said to them, ""Welcome, O people (or said, ""O delegation (of `Abdul Qais)."") Neither will you have disgrace nor will you regret."" They said, ""We have come to you from a distant place and there is the tribe of the infidels of Mudar intervening between you and us and we cannot come to you except in the sacred month. So please order us to do something good (religious deeds) and that we may also inform our people whom we have left behind (at home) and that we may enter Paradise (by acting on them.)"" The Prophet ordered them to do four things, and forbade them from four things. He ordered them to believe in Allah Alone, the Honorable the Majestic and said to them, ""Do you know what is meant by believing in Allah Alone?"" They replied, ""Allah and His Apostle know better."" Thereupon the Prophet said, ""(That means to testify that none has the right to be worshipped but Allah and that Muhammad is His Apostle, to offer prayers perfectly, to pay Zakat, to observe fasts during the month of Ramadan, (and) to pay Al-Khumus (one fifth of the booty to be given in Allah's cause)."" Then he forbade them four things, namely Ad-Dubba.' Hantam, Muzaffat (and) An-Naqir or Muqaiyar (These were the names of pots in which alcoholic drinks used to be prepared). The Prophet further said, ""Memorize them (these instructions) and tell them to the people whom you have left behind."""
Knowledge - كتاب العلم,"30118, 20025, 10652, 11090, 872","حدثنا محمد بن مقاتل أبو الحسن، قال أخبرنا عبد الله، قال أخبرنا عمر بن سعيد بن أبي حسين، قال حدثني عبد الله بن أبي مليكة، عن عقبة بن الحارث، أنه تزوج ابنة لأبي إهاب بن عزيز، فأتته امرأة فقالت إني قد أرضعت عقبة والتي تزوج بها‏.‏ فقال لها عقبة ما أعلم أنك أرضعتني ولا أخبرتني‏.‏ فركب إلى رسول الله صلى الله عليه وسلم بالمدينة فسأله، فقال رسول الله صلى الله عليه وسلم ‏""‏ كيف وقد قيل ‏""‏‏.‏ ففارقها عقبة، ونكحت زوجا غيره‏.‏"," Narrated `Abdullah bin Abi Mulaika:                     `Uqba bin Al-Harith said that he had married the daughter of Abi Ihab bin `Aziz. Later on a woman came to him and said, ""I have suckled (nursed) `Uqba and the woman whom he married (his wife) at my breast."" `Uqba said to her, ""Neither I knew that you have suckled (nursed) me nor did you tell me."" Then he rode over to see Allah's Apostle at Medina, and asked him about it. Allah's Apostle said, ""How can you keep her as a wife when it has been said (that she is your foster-sister)?"" Then `Uqba divorced her, and she married another man."
Knowledge - كتاب العلم,"30330, 20428, 11013, 30184, 20029, 20475, 11013, 11200, 17, 3","حدثنا أبو اليمان، أخبرنا شعيب، عن الزهري، ح قال أبو عبد الله وقال ابن وهب أخبرنا يونس، عن ابن شهاب، عن عبيد الله بن عبد الله بن أبي ثور، عن عبد الله بن عباس، عن عمر، قال كنت أنا وجار، لي من الأنصار في بني أمية بن زيد، وهى من عوالي المدينة، وكنا نتناوب النزول على رسول الله صلى الله عليه وسلم ينزل يوما وأنزل يوما، فإذا نزلت جئته بخبر ذلك اليوم من الوحى وغيره، وإذا نزل فعل مثل ذلك، فنزل صاحبي الأنصاري يوم نوبته، فضرب بابي ضربا شديدا‏.‏ فقال أثم هو ففزعت فخرجت إليه فقال قد حدث أمر عظيم‏.‏ قال فدخلت على حفصة فإذا هي تبكي فقلت طلقكن رسول الله صلى الله عليه وسلم قالت لا أدري‏.‏ ثم دخلت على النبي صلى الله عليه وسلم فقلت وأنا قائم أطلقت نساءك قال ‏""‏ لا ‏""‏‏.‏ فقلت الله أكبر‏.‏"," Narrated `Umar:                     My Ansari neighbor from Bani Umaiya bin Zaid who used to live at `Awali Al-Medina and used to visit the Prophet by turns. He used to go one day and I another day. When I went I used to bring the news of that day regarding the Divine Inspiration and other things, and when he went, he used to do the same for me. Once my Ansari friend, in his turn (on returning from the Prophet), knocked violently at my door and asked if I was there."" I became horrified and came out to him. He said, ""Today a great thing has happened."" I then went to Hafsa and saw her weeping. I asked her, ""Did Allah's Apostle divorce you all?"" She replied, ""I do not know."" Then, I entered upon the Prophet and said while standing, ""Have you divorced your wives?"" The Prophet replied in the negative. On what I said, ""Allahu-Akbar (Allah is Greater)."" (See Hadith No. 119, Vol. 3 for details)"
Knowledge - كتاب العلم,"28531, 20012, 11418, 11046, 402","حدثنا محمد بن كثير، قال أخبرنا سفيان، عن ابن أبي خالد، عن قيس بن أبي حازم، عن أبي مسعود الأنصاري، قال قال رجل يا رسول الله، لا أكاد أدرك الصلاة مما يطول بنا فلان، فما رأيت النبي صلى الله عليه وسلم في موعظة أشد غضبا من يومئذ فقال ‏""‏ أيها الناس، إنكم منفرون، فمن صلى بالناس فليخفف، فإن فيهم المريض والضعيف وذا الحاجة ‏""‏‏.‏"," Narrated Abu Mas`ud Al-Ansari:                     Once a man said to Allah's Apostle ""O Allah's Apostle! I may not attend the (compulsory congregational) prayer because so and so (the Imam) prolongs the prayer when he leads us for it. The narrator added: ""I never saw the Prophet more furious in giving advice than he was on that day. The Prophet said, ""O people! Some of you make others dislike good deeds (the prayers). So whoever leads the people in prayer should shorten it because among them there are the sick the weak and the needy (having some jobs to do)."
Knowledge - كتاب العلم,"30351, 20443, 20160, 11162, 11238, 3625","حدثنا عبد الله بن محمد، قال حدثنا أبو عامر، قال حدثنا سليمان بن بلال المديني، عن ربيعة بن أبي عبد الرحمن، عن يزيد، مولى المنبعث عن زيد بن خالد الجهني، أن النبي صلى الله عليه وسلم سأله رجل عن اللقطة فقال ‏""‏ اعرف وكاءها  أو قال وعاءها  وعفاصها، ثم عرفها سنة، ثم استمتع بها، فإن جاء ربها فأدها إليه ‏""‏‏.‏ قال فضالة الإبل فغضب حتى احمرت وجنتاه  أو قال احمر وجهه  فقال ‏""‏ وما لك ولها معها سقاؤها وحذاؤها، ترد الماء، وترعى الشجر، فذرها حتى يلقاها ربها ‏""‏‏.‏ قال فضالة الغنم قال ‏""‏ لك أو لأخيك أو للذئب ‏""‏‏.‏"," Narrated Zaid bin Khalid Al-Juhani:                     A man asked the Prophet about the picking up of a ""Luqata"" (fallen lost thing). The Prophet replied, ""Recognize and remember its tying material and its container, and make public announcement (about it) for one year, then utilize it but give it to its owner if he comes."" Then the person asked about the lost camel. On that, the Prophet got angry and his cheeks or his Face became red and he said, ""You have no concern with it as it has its water container, and its feet and it will reach water, and eat (the leaves) of trees till its owner finds it."" The man then asked about the lost sheep. The Prophet replied, ""It is either for you, for your brother (another person) or for the wolf."""
Knowledge - كتاب العلم,"30216, 20318, 11325, 11901, 41","حدثنا محمد بن العلاء، قال حدثنا أبو أسامة، عن بريد، عن أبي بردة، عن أبي موسى، قال سئل النبي صلى الله عليه وسلم عن أشياء كرهها، فلما أكثر عليه غضب، ثم قال للناس ‏""‏ سلوني عما شئتم ‏""‏‏.‏ قال رجل من أبي قال ‏""‏ أبوك حذافة ‏""‏‏.‏ فقام آخر فقال من أبي يا رسول الله فقال ‏""‏ أبوك سالم مولى شيبة ‏""‏‏.‏ فلما رأى عمر ما في وجهه قال يا رسول الله، إنا نتوب إلى الله عز وجل‏.‏"," Narrated Abu Musa:                     The Prophet was asked about things which he did not like, but when the questioners insisted, the Prophet got angry. He then said to the people, ""Ask me anything you like."" A man asked, ""Who is my father?"" The Prophet replied, ""Your father is Hudhafa."" Then another man got up and said, ""Who is my father, O Allah's Apostle ?"" He replied, ""Your father is Salim, Maula (the freed slave) of Shaiba."" So when `Umar saw that (the anger) on the face of the Prophet he said, ""O Allah's Apostle! We repent to Allah (Our offending you)."
Knowledge - كتاب العلم,"30330, 20428, 11013, 19","حدثنا أبو اليمان، قال أخبرنا شعيب، عن الزهري، قال أخبرني أنس بن مالك، أن رسول الله صلى الله عليه وسلم خرج، فقام عبد الله بن حذافة فقال من أبي فقال ‏""‏ أبوك حذافة ‏""‏‏.‏ ثم أكثر أن يقول ‏""‏ سلوني ‏""‏‏.‏ فبرك عمر على ركبتيه فقال رضينا بالله ربا، وبالإسلام دينا، وبمحمد صلى الله عليه وسلم نبيا، فسكت‏.‏"," Narrated Anas bin Malik:                     One day Allah's Apostle came out (before the people) and `Abdullah bin Hudhafa stood up and asked (him) ""Who is my father?"" The Prophet replied, ""Your father is Hudhafa."" The Prophet told them repeatedly (in anger) to ask him anything they liked. `Umar knelt down before the Prophet and said thrice, ""We accept Allah as (our) Lord and Islam as (our) religion and Muhammad as (our) Prophet."" After that the Prophet became silent."
Knowledge - كتاب العلم,"20337, 20250, 11599, 11270, 19",حدثنا عبدة، قال حدثنا عبد الصمد، قال حدثنا عبد الله بن المثنى، قال حدثنا ثمامة بن عبد الله، عن أنس، عن النبي صلى الله عليه وسلم أنه كان إذا سلم سلم ثلاثا، وإذا تكلم بكلمة أعادها ثلاثا‏.‏," Narrated Anas:                     Whenever the Prophet asked permission to enter, he knocked the door thrice with greeting and whenever he spoke a sentence (said a thing) he used to repeat it thrice. (See Hadith No. 261, Vol. 8)."
Knowledge - كتاب العلم,"30149, 20250, 11599, 11270, 19",حدثنا عبدة بن عبد الله، حدثنا عبد الصمد، قال حدثنا عبد الله بن المثنى، قال حدثنا ثمامة بن عبد الله، عن أنس، عن النبي صلى الله عليه وسلم أنه كان إذا تكلم بكلمة أعادها ثلاثا حتى تفهم عنه، وإذا أتى على قوم فسلم عليهم سلم عليهم ثلاثا‏.‏," Narrated Anas:                     Whenever the Prophet spoke a sentence (said a thing), he used to repeat it thrice so that the people could understand it properly from him and whenever he asked permission to enter, (he knocked the door) thrice with greeting."
Knowledge - كتاب العلم,"30175, 20469, 11419, 11264, 29","حدثنا مسدد، قال حدثنا أبو عوانة، عن أبي بشر، عن يوسف بن ماهك، عن عبد الله بن عمرو، قال تخلف رسول الله صلى الله عليه وسلم في سفر سافرناه فأدركنا وقد أرهقنا الصلاة صلاة العصر ونحن نتوضأ، فجعلنا نمسح على أرجلنا، فنادى بأعلى صوته ‏""‏ ويل للأعقاب من النار ‏""‏‏.‏ مرتين أو ثلاثا‏.‏"," Narrated `Abdullah bin `Amr:                     Once Allah's Apostle remained behind us in a journey. He joined us while we were performing ablution for the `Asr prayer which was over-due. We were just passing wet hands over our feet (not washing them properly) so the Prophet addressed us in a loud voice and said twice or thrice, ""Save your heels from the fire."""
Knowledge - كتاب العلم,"30376, 20333, 15239, 11052, 11901, 41","أخبرنا محمد  هو ابن سلام  حدثنا المحاربي، قال حدثنا صالح بن حيان، قال قال عامر الشعبي حدثني أبو بردة، عن أبيه، قال قال رسول الله صلى الله عليه وسلم ‏""‏ ثلاثة لهم أجران رجل من أهل الكتاب آمن بنبيه، وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا أدى حق الله وحق مواليه، ورجل كانت عنده أمة ‏{‏يطؤها‏}‏ فأدبها، فأحسن تأديبها، وعلمها فأحسن تعليمها، ثم أعتقها فتزوجها، فله أجران ‏""‏‏.‏ثم قال عامر أعطيناكها بغير شىء، قد كان يركب فيما دونها إلى المدينة‏.‏","      Narrated Abu Burda's father:                          Allah's Apostle said ""Three persons will have a double reward:     1. A Person from the people of the scriptures who believed in his      prophet (Jesus or Moses) and then believed in the Prophet Muhammad (i      .e. has embraced Islam).     2. A slave who discharges his duties to Allah and his master.     3. A master of a woman-slave who teaches her good manners and educates     her in the best possible way (the religion) and manumits her and then      marries her."""
Knowledge - كتاب العلم,"20193, 20020, 11015, 11029, 17",حدثنا سليمان بن حرب، قال حدثنا شعبة، عن أيوب، قال سمعت عطاء، قال سمعت ابن عباس، قال أشهد على النبي صلى الله عليه وسلم  أو قال عطاء أشهد على ابن عباس  أن رسول الله صلى الله عليه وسلم خرج ومعه بلال، فظن أنه لم يسمع النساء فوعظهن، وأمرهن بالصدقة، فجعلت المرأة تلقي القرط والخاتم، وبلال يأخذ في طرف ثوبه‏.‏وقال إسماعيل عن أيوب عن عطاء وقال عن ابن عباس أشهد على النبي صلى الله عليه وسلم‏.‏,"      Narrated Ibn 'Abbas:                          Once Allah's Apostle came out while Bilal was accompanying him. He      went towards the women thinking that they had not heard him (i.e. his      sermon). So he preached them and ordered them to pay alms. (Hearing      that) the women started giving alms; some donated their ear-rings,      some gave their rings and Bilal was collecting them in the corner of      his garment."
Knowledge - كتاب العلم,"30105, 20160, 11209, 11168, 13","حدثنا عبد العزيز بن عبد الله، قال حدثني سليمان، عن عمرو بن أبي عمرو، عن سعيد بن أبي سعيد المقبري، عن أبي هريرة، أنه قال قيل يا رسول الله، من أسعد الناس بشفاعتك يوم القيامة قال رسول الله صلى الله عليه وسلم ‏""‏ لقد ظننت يا أبا هريرة أن لا يسألني عن هذا الحديث أحد أول منك، لما رأيت من حرصك على الحديث، أسعد الناس بشفاعتي يوم القيامة من قال لا إله إلا الله، خالصا من قلبه أو نفسه ‏""‏‏.‏"," Narrated Abu Huraira:                     I said: ""O Allah's Apostle! Who will be the luckiest person, who will gain your intercession on the Day of Resurrection?"" Allah's Apostle said: O Abu Huraira! ""I have thought that none will ask me about it before you as I know your longing for the (learning of) Hadiths. The luckiest person who will have my intercession on the Day of Resurrection will be the one who said sincerely from the bottom of his heart ""None has the right to be worshipped but Allah."""
Knowledge - كتاب العلم,"30103, 20001, 11065, 10511, 29","حدثنا إسماعيل بن أبي أويس، قال حدثني مالك، عن هشام بن عروة، عن أبيه، عن عبد الله بن عمرو بن العاص، قال سمعت رسول الله صلى الله عليه وسلم يقول ‏""‏ إن الله لا يقبض العلم انتزاعا، ينتزعه من العباد، ولكن يقبض العلم بقبض العلماء، حتى إذا لم يبق عالما، اتخذ الناس رءوسا جهالا فسئلوا، فأفتوا بغير علم، فضلوا وأضلوا ‏""‏‏.قال الفربري حدثنا عباس قال حدثنا قتيبة حدثنا جرير عن هشام نحوه‏.‏"," Narrated `Abdullah bin `Amr bin Al-`As:                     I heard Allah's Apostle saying, ""Allah does not take away the knowledge, by taking it away from (the hearts of) the people, but takes it away by the death of the religious learned men till when none of the (religious learned men) remains, people will take as their leaders ignorant persons who when consulted will give their verdict without knowledge. So they will go astray and will lead the people astray."""
